,SX,M (€),R (mois),F (mois),CA_MOIS (€),CA_TRIM (€),CA_SEM (€),CA_ANNU (€),AG (an),NB_LIV_ENF (unité),NB_LIV_ADO (unité),NB_LIV_ROM (unité),NB_LIV_ART (unité),NB_LIV_BRIC (unité),NB_LIV_ESS (unité),NB_LIV_HIST (unités),NB_LIV_SCI (unité),NB_LIV_GEO (unités),NB_LIV_ECO (unité),NB_LIV_FIN (unité)
00010646,M,226,26,11,0,0,0,0,88,0,0,6,2,0,2,1,1,0,1,0
00010647,M,309,4,2,0,0,927,1854,8,0,0,1,0,0,0,1,0,0,0,1
00010648,M,145,14,2,0,0,0,0,16,0,0,2,0,0,0,0,0,0,0,0
00010652,F,79,12,1,0,0,0,948,12,0,1,0,0,0,0,0,0,0,0,0
00010655,F,304,12,1,0,0,0,3648,12,0,0,1,0,0,0,0,0,0,0,0
00010657,F,187,2,3,0,187,374,748,14,2,0,0,0,0,0,1,0,0,0,0
00010664,F,372,16,11,0,0,0,0,50,2,1,4,1,1,1,1,0,0,0,0
00010665,F,396,4,9,0,0,264,528,24,1,4,2,1,0,0,1,0,0,0,0
00010666,M,147,14,1,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0
00010668,F,259,12,3,0,0,0,1036,22,2,0,0,0,0,0,1,0,0,0,0
00010670,F,204,2,1,0,612,1224,2448,2,0,0,1,0,0,0,0,0,0,0,0
00010671,F,175,28,6,0,0,0,0,46,0,0,1,3,1,1,0,0,0,0,0
00010672,F,261,10,6,0,0,0,522,26,2,0,3,0,0,0,1,0,0,0,0
00010674,F,317,6,5,0,0,380,761,20,1,1,1,0,0,1,1,0,0,0,0
00010675,F,65,12,1,0,0,0,780,12,0,0,1,0,0,0,0,0,0,0,0
00010676,M,53,14,1,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0
00010677,F,401,4,9,0,0,267,535,56,2,2,1,0,1,1,2,0,0,0,0
00010678,F,179,4,1,0,0,1074,2148,4,0,0,0,0,0,0,1,0,0,0,0
00010681,F,309,4,2,0,0,927,1854,10,0,0,0,0,0,1,1,0,0,0,0
00010683,F,374,8,5,0,0,0,898,36,3,0,1,0,0,0,1,1,0,0,0
00010684,F,134,12,6,0,0,0,268,34,1,0,2,1,0,1,1,1,0,1,0
00010688,F,112,10,2,0,0,0,672,12,0,1,1,0,0,0,0,0,0,0,0
00010691,F,62,8,1,0,0,0,744,8,0,0,1,0,0,0,0,0,0,0,0
00010694,F,81,10,1,0,0,0,972,10,0,0,0,0,0,0,1,0,0,0,0
00010697,F,130,32,2,0,0,0,0,34,0,0,0,0,1,1,0,0,0,0,1
00010698,F,310,10,2,0,0,0,1860,14,0,0,1,1,0,0,0,0,0,0,0
00010701,F,306,14,2,0,0,0,0,20,1,0,1,0,0,0,0,1,0,0,0
00010704,F,182,10,1,0,0,0,2184,10,1,0,0,0,0,0,0,0,0,0,0
00010706,F,128,10,2,0,0,0,768,16,1,0,0,1,0,0,0,0,0,0,0
00010707,F,234,12,1,0,0,0,2808,12,0,0,0,1,0,0,0,0,0,0,0
00010709,F,49,4,3,0,0,98,196,14,3,0,0,0,0,0,0,0,0,0,0
00010711,F,244,2,2,0,366,732,1464,8,0,0,0,1,0,0,1,0,0,0,0
00010713,F,178,24,3,0,0,0,0,32,0,2,1,0,0,0,0,0,0,0,0
00010714,M,164,10,9,0,0,0,219,46,0,2,3,0,0,0,4,1,0,0,1
00010715,F,152,16,1,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0
00010716,F,321,4,8,0,0,241,482,44,2,1,2,2,0,1,0,1,0,1,0
00010717,M,29,4,1,0,0,174,348,4,0,1,0,0,0,0,0,0,0,0,0
00010719,F,195,6,11,0,0,106,213,58,3,1,1,3,1,0,2,0,0,0,0
00010721,F,292,32,2,0,0,0,0,40,0,0,0,1,0,1,0,0,0,1,0
00010722,F,301,14,2,0,0,0,0,20,0,0,1,0,0,0,1,0,0,0,0
00010723,F,215,2,8,0,81,161,323,36,0,1,0,0,1,3,3,0,0,0,1
00010725,M,42,14,1,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0
00010726,F,444,36,12,0,0,0,0,62,3,3,2,0,1,1,2,1,0,0,0
00010727,F,195,6,2,0,0,585,1170,10,1,0,0,0,1,0,0,0,0,0,0
00010728,M,151,30,1,0,0,0,0,30,0,0,0,1,0,0,0,0,0,0,0
00010729,F,389,30,8,0,0,0,0,54,1,0,4,1,0,0,2,0,0,0,0
00010730,F,319,8,2,0,0,0,1914,10,1,0,0,0,0,0,1,0,0,0,0
00010732,F,45,30,2,0,0,0,0,36,0,1,0,0,1,0,0,0,0,0,0
00010733,M,208,16,12,0,0,0,0,44,3,0,4,0,1,2,2,0,0,0,0
00010735,F,139,2,2,0,209,417,834,8,0,1,1,0,0,0,0,0,0,0,0
00010736,M,285,16,4,0,0,0,0,28,0,0,3,0,0,0,1,0,0,0,1
00010738,F,214,16,2,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0
00010741,M,262,18,2,0,0,0,0,22,0,0,0,0,1,0,1,0,0,0,0
00010742,F,197,14,1,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0
00010743,F,240,20,1,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
00010745,F,250,16,4,0,0,0,0,36,1,0,2,1,0,0,0,1,0,0,0
00010748,M,118,14,1,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0
00010749,M,33,10,2,0,0,0,198,16,0,0,1,0,0,1,0,0,0,0,0
00010750,M,237,14,1,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0
00010751,F,94,22,6,0,0,0,0,42,0,1,1,2,1,1,0,0,0,0,0
00010754,F,396,12,12,0,0,0,396,68,6,0,3,0,0,2,1,1,0,1,1
00010755,F,253,8,3,0,0,0,1012,24,1,0,0,0,0,1,1,0,0,0,0
00010757,F,224,14,2,0,0,0,0,20,1,0,1,0,0,0,0,1,0,0,0
00010758,M,42,10,2,0,0,0,252,16,1,1,0,0,0,0,0,0,0,0,0
00010763,F,158,18,7,0,0,0,0,34,1,1,1,0,0,1,3,0,0,0,0
00010768,F,233,10,2,0,0,0,1398,18,0,0,2,0,0,0,0,1,0,0,0
00010774,F,319,32,2,0,0,0,0,36,1,1,0,0,0,0,0,0,0,0,0
00010775,F,258,14,5,0,0,0,0,36,0,0,4,0,1,0,0,0,0,0,0
00010776,F,40,14,1,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0
00010778,M,262,10,1,0,0,0,3144,10,0,0,0,0,0,0,1,0,0,0,0
00010779,F,177,16,1,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0
00010780,F,377,8,11,0,0,0,411,36,3,2,3,0,0,1,2,1,0,1,1
00010781,F,122,16,1,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0
00010783,M,307,10,12,0,0,0,307,58,4,1,4,0,2,0,1,0,0,0,1
00010790,F,239,8,7,0,0,0,410,30,1,0,4,0,0,1,1,1,0,1,0
00010792,F,266,12,6,0,0,0,532,44,2,0,1,1,0,1,1,0,0,0,0
00010793,M,231,16,1,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,0
00010796,F,161,10,1,0,0,0,1932,10,0,0,0,0,0,1,0,0,0,0,1
00010800,F,240,12,1,0,0,0,2880,12,0,0,1,0,0,0,0,0,0,0,0
00010801,F,296,10,9,0,0,0,395,58,0,2,2,1,1,2,1,0,0,0,0
00010802,F,419,8,10,0,0,0,503,50,4,1,2,2,0,0,1,1,0,0,0
00010804,F,273,12,3,0,0,0,1092,24,0,1,0,2,0,0,0,0,0,0,0
00010808,M,271,10,2,0,0,0,1626,18,2,0,0,0,0,0,0,0,0,0,0
00010810,F,188,34,2,0,0,0,0,40,0,1,0,0,0,1,0,0,0,0,0
00010812,M,130,16,1,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,0
00010814,M,263,26,2,0,0,0,0,28,0,0,0,2,0,0,0,0,0,0,0
00010815,F,330,6,9,0,0,220,440,26,3,0,3,2,0,0,1,0,0,0,0
00010816,F,278,12,2,0,0,0,1668,18,0,0,1,0,0,0,1,0,0,0,0
00010818,M,165,2,11,0,45,90,180,48,1,0,3,2,0,0,5,1,0,0,1
00010820,F,128,20,6,0,0,0,0,40,2,0,1,1,0,0,2,1,0,0,0
00010821,F,90,24,2,0,0,0,0,32,1,0,0,0,1,0,0,0,0,0,0
00010822,M,173,6,2,0,0,519,1038,14,1,0,0,0,1,0,0,0,0,0,0
00010823,F,257,2,8,0,96,193,386,30,1,1,2,1,0,0,3,1,0,0,0
00010824,M,160,14,5,0,0,0,0,30,1,1,1,1,0,1,0,0,0,0,0
00010825,F,169,6,2,0,0,507,1014,8,0,0,1,0,1,0,0,0,0,0,0
00010827,F,198,4,4,0,0,297,594,20,1,0,2,1,0,0,0,0,0,0,0
00010829,F,66,10,1,0,0,0,792,10,0,0,1,0,0,0,0,0,0,0,1
00010831,F,311,14,6,0,0,0,0,42,0,1,1,2,0,1,1,0,0,0,0
00010832,F,317,6,5,0,0,380,761,22,0,0,1,1,1,0,2,0,0,0,0
00010834,F,116,2,3,0,116,232,464,16,1,0,1,0,0,0,1,0,0,0,0
00010836,M,100,8,1,0,0,0,1200,8,1,0,0,0,0,0,0,0,0,0,0
00010837,F,365,14,5,0,0,0,0,34,1,0,1,0,1,1,1,0,0,0,0
00010838,F,251,8,6,0,0,0,502,44,1,1,1,1,1,0,1,1,0,0,0
00010839,F,399,16,12,0,0,0,0,42,2,1,5,0,2,0,2,0,0,0,0
00010840,F,442,16,11,0,0,0,0,70,3,0,3,1,3,1,0,1,1,0,0
00010842,M,320,14,11,0,0,0,0,40,1,1,2,2,1,2,2,0,0,0,0
00010843,M,73,18,1,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0
00010844,F,288,22,1,0,0,0,0,22,0,0,1,0,0,0,0,0,0,0,0
00010847,F,213,14,10,0,0,0,0,60,2,3,0,1,0,1,3,0,0,1,0
00010848,F,211,4,12,0,0,106,211,66,3,2,4,0,1,1,1,0,0,0,0
00010849,M,249,6,6,0,0,249,498,22,2,0,1,0,1,1,1,1,1,1,1
00010852,F,63,16,4,0,0,0,0,30,1,0,1,0,1,1,0,0,0,0,0
00010854,F,343,4,12,0,0,172,343,50,4,0,4,2,0,1,1,0,0,0,0
00010859,M,194,4,12,0,0,97,194,62,2,1,3,2,1,2,1,1,0,1,1
00010860,F,299,14,2,0,0,0,0,16,0,0,0,2,0,0,0,0,0,0,0
00010861,F,129,14,1,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0
00010866,M,347,30,12,0,0,0,0,70,0,1,5,1,3,2,0,0,0,0,0
00010868,F,397,4,11,0,0,217,433,60,4,0,3,1,0,1,2,0,0,0,0
00010869,F,162,12,2,0,0,0,972,14,0,0,1,0,0,0,1,0,0,0,0
00010873,M,241,8,3,0,0,0,964,16,0,1,0,1,0,0,1,0,0,0,0
00010875,M,251,4,8,0,0,188,377,32,2,0,3,1,0,1,1,0,0,0,0
00010877,F,322,12,8,0,0,0,483,36,3,1,1,1,0,0,2,1,0,0,0
00010880,F,15,12,1,0,0,0,180,12,1,0,0,0,0,0,0,0,0,0,0
00010882,F,352,14,10,0,0,0,0,62,3,1,1,1,0,2,2,0,0,0,0
00010884,M,251,12,7,0,0,0,430,54,2,0,3,1,0,1,0,0,0,0,0
00010886,F,420,4,9,0,0,280,560,56,2,2,1,3,0,1,0,1,0,1,0
00010889,M,157,12,2,0,0,0,942,20,2,0,0,0,0,0,0,0,0,0,0
00010890,F,335,4,6,0,0,335,670,32,0,1,0,1,1,3,0,0,0,1,1
00010891,F,230,36,2,0,0,0,0,44,0,0,1,0,0,0,1,0,0,0,0
00010893,F,295,8,2,0,0,0,1770,10,1,0,1,0,0,0,0,0,0,0,0
00010894,F,247,22,12,0,0,0,0,60,3,1,3,1,2,0,2,0,0,0,0
00010896,F,201,6,1,0,0,1206,2412,6,0,0,0,1,0,0,0,0,0,0,0
00010897,F,123,16,1,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0
00010898,F,129,14,2,0,0,0,0,16,0,0,1,0,1,0,0,0,0,0,0
00010899,F,314,2,2,0,471,942,1884,4,0,1,1,0,0,0,0,0,0,0,0
00010900,F,281,8,1,0,0,0,3372,8,1,0,0,0,0,0,0,0,0,0,0
00010901,F,83,24,2,0,0,0,0,32,0,0,1,0,1,0,0,0,0,0,0
00010906,M,54,12,2,0,0,0,324,18,0,0,1,1,0,0,0,0,0,0,0
00010907,F,41,16,1,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0
00010911,F,176,34,1,0,0,0,0,34,0,0,1,0,0,0,0,0,0,0,0
00010912,M,254,28,1,0,0,0,0,28,0,0,0,0,0,1,0,0,0,0,0
00010916,F,200,2,8,0,75,150,300,46,2,0,3,1,0,1,1,0,0,0,0
00010917,F,137,10,2,0,0,0,822,16,0,0,1,1,0,0,0,0,0,0,0
00010919,F,289,14,1,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0
00010920,F,107,2,2,0,161,321,642,8,1,0,0,0,0,1,0,0,0,0,0
00010923,F,314,10,1,0,0,0,3768,10,0,0,0,0,0,1,0,0,0,0,0
00010924,F,193,16,8,0,0,0,0,38,0,3,1,1,1,2,0,0,0,1,0
00010928,F,279,10,1,0,0,0,3348,10,1,0,0,0,0,0,0,0,0,0,0
00010933,M,61,14,2,0,0,0,0,22,1,0,1,0,0,0,0,0,0,0,0
00010934,M,80,2,2,0,120,240,480,6,1,0,1,0,0,0,0,0,0,0,1
00010935,M,180,22,2,0,0,0,0,26,1,0,0,0,0,0,1,0,0,0,0
00010938,F,317,10,10,0,0,0,380,60,0,1,3,2,1,0,3,0,0,0,1
00010941,F,249,10,11,0,0,0,272,46,0,0,1,2,2,2,4,0,0,0,1
00010946,F,346,24,4,0,0,0,0,44,1,0,2,0,1,0,0,1,0,0,0
00010948,F,24,14,1,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0
00010949,F,373,16,8,0,0,0,0,60,1,0,2,1,2,2,0,1,1,1,0
00010950,F,75,14,1,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0
00010953,F,280,2,12,0,70,140,280,34,2,3,3,1,0,1,2,0,0,0,0
00010957,M,210,34,5,0,0,0,0,54,0,0,2,0,1,1,1,1,1,1,1
00010959,F,184,6,5,0,0,221,442,32,0,0,1,1,2,1,0,0,0,0,0
00010961,F,236,16,10,0,0,0,0,46,4,1,1,1,0,2,1,0,0,0,0
00010964,M,285,26,3,0,0,0,0,38,2,0,0,1,0,0,0,0,0,0,0
00010967,F,117,20,2,0,0,0,0,28,0,1,1,0,0,0,0,0,0,0,0
00010972,M,323,16,10,0,0,0,0,44,1,0,5,1,1,1,1,1,0,0,0
00010974,F,180,14,1,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0
00010975,F,264,12,2,0,0,0,1584,20,1,0,0,0,0,1,0,0,0,1,0
00010978,F,73,12,1,0,0,0,876,12,0,1,0,0,0,0,0,0,0,0,0
00010981,M,182,16,1,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0
00010983,F,272,10,10,0,0,0,326,52,4,2,2,0,1,1,0,0,0,0,0
00010986,F,69,12,1,0,0,0,828,12,1,0,0,0,0,0,0,0,0,0,0
00010989,M,213,10,3,0,0,0,852,22,0,1,0,0,0,2,0,0,0,0,1
00010991,F,294,12,5,0,0,0,706,24,1,1,2,1,0,0,0,0,0,0,0
00010992,F,325,24,2,0,0,0,0,32,0,1,1,0,0,0,0,0,0,0,0
00010995,M,18,2,1,0,54,108,216,2,0,0,1,0,0,0,0,0,0,0,0
00010998,M,42,32,2,0,0,0,0,34,0,0,1,1,0,0,0,0,0,0,0
00010999,F,419,14,8,0,0,0,0,48,1,1,4,1,0,0,1,0,0,0,0
00011003,F,264,10,8,0,0,0,396,32,2,0,1,1,1,1,2,0,0,0,0
00011004,F,320,10,10,0,0,0,384,50,4,0,2,0,2,1,1,1,1,0,0
00011005,F,200,20,2,0,0,0,0,24,0,1,1,0,0,0,0,1,0,0,0
00011006,F,212,2,2,0,318,636,1272,6,0,0,0,0,0,1,1,0,0,0,0
00011011,F,284,10,1,0,0,0,3408,10,1,0,0,0,0,0,0,0,0,0,0
00011012,F,268,14,2,0,0,0,0,18,1,0,0,0,0,1,0,0,0,0,0
00011016,M,329,12,2,0,0,0,1974,16,0,0,1,1,0,0,0,0,0,0,0
00011017,F,128,8,1,0,0,0,1536,8,1,0,0,0,0,0,0,0,0,0,0
00011022,M,328,34,11,0,0,0,0,98,2,1,1,0,5,1,1,0,0,0,0
00011023,M,151,8,1,0,0,0,1812,8,0,0,0,1,0,0,0,0,0,0,1
00011026,F,249,6,2,0,0,747,1494,14,0,0,0,0,1,0,1,0,0,0,0
00011030,F,228,6,1,0,0,1368,2736,6,0,1,0,0,0,0,0,0,0,0,0
00011031,M,74,12,2,0,0,0,444,14,0,0,1,0,0,1,0,0,0,1,0
00011036,F,81,4,5,0,0,97,194,32,2,0,2,0,1,0,0,1,1,0,0
00011042,F,187,10,4,0,0,0,561,30,0,0,2,1,1,0,0,0,0,0,0
00011046,M,199,12,11,0,0,0,217,52,2,1,3,1,1,0,3,0,0,0,0
00011049,F,194,16,1,0,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0
00011051,F,264,16,5,0,0,0,0,42,2,1,0,0,1,0,1,0,0,0,0
00011053,M,316,14,4,0,0,0,0,34,2,1,0,0,0,1,0,0,0,0,0
00011055,F,132,2,1,0,396,792,1584,2,0,0,1,0,0,0,0,0,0,0,0
00011203,F,17,18,1,0,0,0,0,18,0,0,0,0,0,1,0,0,0,0,0
00011328,M,17,12,1,0,0,0,204,12,1,0,0,0,0,0,0,0,0,0,0
00011462,M,17,22,1,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0
00011544,F,17,10,1,0,0,0,204,10,0,0,0,0,0,1,0,0,0,0,0
00011073,F,18,8,1,0,0,0,216,8,0,0,0,0,0,0,1,0,0,0,0
00011711,M,18,14,1,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,1
00011418,F,19,10,1,0,0,0,228,10,0,0,1,0,0,0,0,0,0,0,0
00011245,M,20,14,1,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0
00011811,F,20,6,1,0,0,120,240,6,1,0,0,0,0,0,0,0,0,0,0
00011193,F,21,16,1,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0
00011084,F,22,32,1,0,0,0,0,32,0,0,0,0,0,1,0,0,0,0,0
00011831,M,22,14,1,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0
00011740,M,24,8,1,0,0,0,288,8,1,0,0,0,0,0,0,0,0,0,0
00011308,F,31,8,2,0,0,0,186,12,0,0,0,1,0,0,1,0,0,0,0
00011201,M,32,16,1,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0
00011476,F,33,30,2,0,0,0,0,36,0,0,0,1,1,0,0,0,0,0,0
00011600,F,33,28,1,0,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0
00011629,F,33,30,1,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0
00011391,F,34,12,2,0,0,0,204,18,0,0,1,0,1,0,0,0,0,0,0
00011141,F,35,18,2,0,0,0,0,22,1,0,1,0,0,0,0,1,0,0,0
00011210,F,35,18,2,0,0,0,0,26,1,1,0,0,0,0,0,0,0,0,0
00011250,M,35,14,2,0,0,0,0,20,1,0,0,0,0,0,1,0,0,0,0
00011162,F,46,14,1,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0
00011176,F,46,24,2,0,0,0,0,32,1,0,0,0,1,0,0,0,1,0,0
00011802,M,48,16,2,0,0,0,0,22,0,0,1,0,0,0,1,0,0,0,0
00011898,F,48,8,2,0,0,0,288,14,1,0,0,0,0,0,1,0,0,0,0
00011318,F,49,14,1,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0
00011373,M,51,16,1,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0
00011873,M,51,2,2,0,77,153,306,8,0,0,2,0,0,0,0,0,0,0,0
00011270,M,52,6,2,0,0,156,312,14,1,0,0,0,0,0,1,0,0,0,0
00011684,F,53,6,2,0,0,159,318,14,0,0,0,2,0,0,0,0,0,0,0
00011406,F,54,12,3,0,0,0,216,24,1,0,0,0,1,1,0,0,0,0,0
00011178,F,55,14,1,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0
00011194,M,55,18,1,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,0
00011546,M,55,2,1,0,165,330,660,2,1,0,0,0,0,0,0,0,0,0,0
00011117,M,56,20,1,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
00011735,F,56,12,1,0,0,0,672,12,0,0,0,1,0,0,0,0,0,0,0
00011271,F,57,12,2,0,0,0,342,18,1,0,0,0,0,0,1,0,0,0,0
00011857,F,58,22,2,0,0,0,0,28,0,0,1,0,0,0,1,0,0,0,0
00011087,F,60,34,1,0,0,0,0,34,0,0,0,0,1,0,0,0,0,0,0
00011097,M,60,30,1,0,0,0,0,30,0,0,0,1,0,0,0,0,0,0,0
00011499,F,60,14,2,0,0,0,0,22,0,0,1,0,0,1,0,0,0,0,0
00011525,F,60,12,3,0,0,0,240,20,1,0,2,0,0,0,0,0,0,0,0
00011198,F,62,12,2,0,0,0,372,14,1,0,1,0,0,0,0,0,0,0,0
00011160,F,64,32,1,0,0,0,0,32,0,0,0,0,0,0,1,0,0,0,0
00011943,F,64,16,1,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0
00011651,M,65,14,2,0,0,0,0,20,0,2,0,0,0,0,0,0,0,0,0
00011932,F,68,4,2,0,0,204,408,12,0,0,1,1,0,0,0,0,0,0,0
00011188,F,69,10,1,0,0,0,828,10,0,0,0,1,0,0,0,0,0,0,0
00011235,F,70,2,1,0,210,420,840,2,0,0,0,0,0,0,1,0,0,0,1
00011922,M,70,10,2,0,0,0,420,14,0,0,0,0,0,0,2,0,0,0,0
00011066,F,71,14,2,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0
00011286,F,71,16,2,0,0,0,0,22,0,0,2,0,0,0,0,1,0,0,0
00011560,F,71,8,1,0,0,0,852,8,1,0,0,0,0,0,0,0,0,0,0
00011678,F,71,14,1,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0
00011718,M,72,14,1,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0
00011757,F,72,12,1,0,0,0,864,12,0,0,0,1,0,0,0,0,0,0,0
00011903,F,72,10,2,0,0,0,432,14,1,0,0,0,0,0,1,0,0,0,0
00011153,F,73,6,1,0,0,438,876,6,0,1,0,0,0,0,0,0,0,0,0
00011815,F,73,12,2,0,0,0,438,18,0,1,0,0,0,0,1,0,0,0,0
00011516,F,75,14,1,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0
00011396,F,76,12,2,0,0,0,456,20,0,0,0,1,0,0,1,0,0,0,0
00011648,M,77,12,1,0,0,0,924,12,0,0,0,0,0,0,1,0,0,0,0
00011269,F,79,10,2,0,0,0,474,14,0,0,2,0,0,0,0,1,0,0,0
00011833,M,80,16,2,0,0,0,0,20,0,0,0,1,0,0,1,0,0,0,0
00011835,F,82,12,2,0,0,0,492,14,1,0,1,0,0,0,0,0,0,0,0
00011148,F,83,30,2,0,0,0,0,38,1,0,1,0,0,0,0,0,0,0,0
00011267,F,84,16,2,0,0,0,0,24,0,0,1,0,0,0,1,0,0,0,0
00011625,M,85,6,2,0,0,255,510,14,0,0,1,1,0,0,0,0,0,0,0
00011081,F,86,14,2,0,0,0,0,18,0,1,0,0,0,0,1,0,0,0,0
00011474,M,86,14,5,0,0,0,0,40,1,0,0,0,2,2,0,0,0,0,1
00011493,F,86,18,2,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0
00011606,F,87,2,2,0,131,261,522,10,1,0,0,0,1,0,0,0,0,0,0
00011184,F,88,32,1,0,0,0,0,32,1,0,0,0,0,0,0,0,0,0,0
00011747,M,89,16,2,0,0,0,0,22,0,0,1,1,0,0,0,0,0,0,0
00011919,F,89,10,2,0,0,0,534,16,1,0,0,1,0,0,0,0,0,0,0
00011514,F,92,4,1,0,0,552,1104,4,0,0,0,1,0,0,0,0,0,0,0
00011654,M,92,8,1,0,0,0,1104,8,0,0,0,1,0,0,0,0,0,0,0
00011135,F,93,16,4,0,0,0,0,24,1,1,0,1,0,0,1,0,0,0,0
00011769,M,93,14,4,0,0,0,0,24,1,1,1,0,0,1,0,0,0,0,0
00011346,F,94,16,5,0,0,0,0,44,1,0,1,2,0,0,1,0,0,0,0
00012061,M,96,2,2,0,144,288,576,10,0,0,2,0,0,0,0,0,0,0,0
00011652,F,97,2,2,0,146,291,582,10,1,1,0,0,0,0,0,0,0,0,0
00011088,M,98,12,2,0,0,0,588,16,1,0,1,0,0,0,0,0,0,0,0
00011056,F,101,6,2,0,0,303,606,10,0,0,0,2,0,0,0,0,0,0,0
00011238,M,101,14,4,0,0,0,0,26,0,2,0,0,2,0,0,0,0,0,0
00011209,F,102,10,1,0,0,0,1224,10,0,0,1,0,0,0,0,0,0,0,0
00011067,M,103,6,2,0,0,309,618,8,0,0,0,0,1,0,1,0,0,0,0
00011285,M,103,10,1,0,0,0,1236,10,0,0,1,0,0,0,0,0,0,0,0
00011471,M,103,18,1,0,0,0,0,18,0,0,0,0,0,1,0,0,0,0,0
00011182,F,105,8,2,0,0,0,630,14,0,0,2,0,0,0,0,1,0,0,0
00011605,M,105,16,7,0,0,0,0,40,2,0,3,1,0,0,1,1,0,0,0
00011763,M,105,10,1,0,0,0,1260,10,0,0,0,0,1,0,0,0,0,0,0
00011746,F,106,2,1,0,318,636,1272,2,0,0,1,0,0,0,0,0,0,0,0
00011381,F,107,16,1,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0
00011970,F,107,8,2,0,0,0,642,14,1,0,0,0,1,0,0,0,0,0,0
00011585,F,108,2,2,0,162,324,648,8,0,1,0,0,0,1,0,0,0,0,0
00011754,F,110,30,2,0,0,0,0,38,1,0,1,0,0,0,0,1,0,0,0
00011191,M,111,12,2,0,0,0,666,16,1,0,1,0,0,0,0,0,0,0,0
00011427,F,111,8,2,0,0,0,666,12,1,0,1,0,0,0,0,0,0,0,0
00011379,F,112,2,1,0,336,672,1344,2,0,0,1,0,0,0,0,0,0,0,0
00011725,F,112,4,7,0,0,96,192,34,2,0,2,1,0,1,1,0,0,0,0
00011728,M,112,14,1,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0
00011893,F,112,16,1,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0
00011733,F,113,22,1,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0
00011150,M,114,16,1,0,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0
00011297,F,114,32,2,0,0,0,0,40,1,0,1,0,0,0,0,0,0,0,0
00011899,M,116,14,2,0,0,0,0,22,1,0,0,0,1,0,0,0,0,0,0
00011207,F,117,16,7,0,0,0,0,54,4,0,1,1,0,0,1,0,0,0,0
00011236,F,118,12,1,0,0,0,1416,12,0,0,0,0,0,1,0,0,0,0,0
00011344,F,118,16,6,0,0,0,0,46,1,2,2,1,0,0,0,1,0,0,0
00011775,M,120,12,2,0,0,0,720,18,1,0,1,0,0,0,0,0,0,0,0
00011795,F,120,16,5,0,0,0,0,40,1,1,1,1,0,0,1,0,0,0,0
00011121,F,122,4,1,0,0,732,1464,4,0,0,0,0,0,0,1,0,0,0,0
00011616,M,122,8,7,0,0,0,209,26,1,0,2,1,0,1,2,0,0,0,1
00011791,M,122,34,5,0,0,0,0,52,0,2,1,2,0,0,0,0,0,0,0
